Time","Strength","Firsts","Lasts","Minimum","Maximum"
"Mon Feb 13 2017 15:20:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:50","2:03","2:50"
"Mon Feb 13 2017 15:25:00 GMT-0500 (Eastern Standard Time)","2:22","2:08","2:49","2:03","2:49"
"Mon Feb 13 2017 15:30:00 GMT-0500 (Eastern Standard Time)","2:22","2:08","2:49","2:03","2:49"
"Mon Feb 13 2017 15:35:00 GMT-0500 (Eastern Standard Time)","2:22","2:08","2:49","2:03","2:49"
"Mon Feb 13 2017 15:40:00 GMT-0500 (Eastern Standard Time)","2:22","2:08","2:49","2:03","2:49"
"Mon Feb 13 2017 15:45:00 GMT-0500 (Eastern Standard Time)","2:22","2:08","2:49","2:03","2:49"
"Mon Feb 13 2017 15:50:00 GMT-0500 (Eastern Standard Time)","2:22","2:08","2:49","2:03","2:49"
"Mon Feb 13 2017 15:55:00 GMT-0500 (Eastern Standard Time)","2:26","2:10","2:49","2:03","2:49"
"Mon Feb 13 2017 16:00:00 GMT-0500 (Eastern Standard Time)","2:26","2:10","2:49","2:03","2:49"
"Mon Feb 13 2017 16:05:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:49","2:03","2:49"
"Mon Feb 13 2017 16:10:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:49","2:03","2:49"
"Mon Feb 13 2017 16:15:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:49","2:03","2:49"
"Mon Feb 13 2017 16:20:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:49","2:03","2:49"
"Mon Feb 13 2017 16:25:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:49","2:03","2:49"
"Mon Feb 13 2017 16:30:00 GMT-0500 (Eastern Standard Time)","2:26","2:13","2:50","2:13","2:50"
"Mon Feb 13 2017 16:35:00 GMT-0500 (Eastern Standard Time)","2:26","2:13","2:50","2:13","2:50"
"Mon Feb 13 2017 16:40:00 GMT-0500 (Eastern Standard Time)","2:26","2:13","2:50","2:13","2:50"
"Mon Feb 13 2017 16:45:00 GMT-0500 (Eastern Standard Time)","2:26","2:13","2:50","2:13","2:50"
"Mon Feb 13 2017 16:50:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:50","2:13","2:50"
"Mon Feb 13 2017 16:55:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:50","2:13","2:50"
"Mon Feb 13 2017 17:00:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:50","2:13","2:50"
"Mon Feb 13 2017 17:05:00 GMT-0500 (Eastern Standard Time)","2:27","2:17","2:50","2:15","2:50"
"Mon Feb 13 2017 17:10:00 GMT-0500 (Eastern Standard Time)","2:27","2:17","2:50","2:15","2:50"
"Mon Feb 13 2017 17:15:00 GMT-0500 (Eastern Standard Time)","2:27","2:17","2:50","2:15","2:50"
"Mon Feb 13 2017 17:20:00 GMT-0500 (Eastern Standard Time)","2:27","2:17","2:50","2:15","2:50"
"Mon Feb 13 2017 17:25:00 GMT-0500 (Eastern Standard Time)","2:28","2:17","2:50","2:15","2:50"
"Mon Feb 13 2017 17:30:00 GMT-0500 (Eastern Standard Time)","2:28","2:17","2:50","2:15","2:50"
"Mon Feb 13 2017 17:35:00 GMT-0500 (Eastern Standard Time)","2:28","2:17","2:50","2:15","2:50"
"Mon Feb 13 2017 17:40:00 GMT-0500 (Eastern Standard Time)","2:28","2:17","2:50","2:15","2:50"
"Mon Feb 13 2017 17:45:00 GMT-0500 (Eastern Standard Time)","2:28","2:17","2:50","2:15","2:50"
"Mon Feb 13 2017 17:50:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 17:55:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
